partner_id,date,product_id,price_total,product_uom_qty,qty_delivered,Product,team,customer_residence,customer,Salesperson
518,7/23/2024 17:26,23,150,1,1,Lavington Delivery Cost,Point of Sale,,Amy Akhtar,Sophie Evans-Saunders
518,7/23/2024 17:26,176,300,1,1,B2C-Beans,Point of Sale,,Amy Akhtar,Sophie Evans-Saunders
517,7/23/2024 17:21,244,400,1,1,B2C-Terere,Point of Sale,Nairobi,Francis Foster-Barnett,Sophie Evans-Saunders
517,7/23/2024 17:21,9,400,1,1,Precooked Sagaa/Saget,Point of Sale,Nairobi,Francis Foster-Barnett,Sophie Evans-Saunders
517,7/23/2024 17:21,317,150,1,1,lenana road ,Point of Sale,Nairobi,Francis Foster-Barnett,Sophie Evans-Saunders
517,7/23/2024 17:21,54,400,1,1,Precooked Kunde,Point of Sale,Nairobi,Francis Foster-Barnett,Sophie Evans-Saunders
517,7/23/2024 17:21,243,400,1,1,B2C-Managu,Point of Sale,Nairobi,Francis Foster-Barnett,Sophie Evans-Saunders
73,7/23/2024 17:06,242,1400,4,4,B2C-Githeri,Point of Sale,Westlands,Lydia Brown,Sophie Evans-Saunders
73,7/23/2024 17:06,141,200,1,1,Jeans Park Westlands Delivery Cost   ,Point of Sale,Westlands,Lydia Brown,Sophie Evans-Saunders
73,7/23/2024 17:06,231,500,1,1,B2C-Fermented Managu ,Point of Sale,Westlands,Lydia Brown,Sophie Evans-Saunders
73,7/23/2024 17:06,9,400,1,1,Precooked Sagaa/Saget,Point of Sale,Westlands,Lydia Brown,Sophie Evans-Saunders
73,7/23/2024 17:06,3,1200,3,3,Precooked Managu,Point of Sale,Westlands,Lydia Brown,Sophie Evans-Saunders
516,7/23/2024 16:58,316,150,1,1,othaya road ,Point of Sale,Nairobi,Andrew Smith-Hewitt,Sophie Evans-Saunders
516,7/23/2024 16:58,231,500,1,1,B2C-Fermented Managu ,Point of Sale,Nairobi,Andrew Smith-Hewitt,Sophie Evans-Saunders
516,7/23/2024 16:58,45,400,1,1,B2C-Mitoo/Slender leaf,Point of Sale,Nairobi,Andrew Smith-Hewitt,Sophie Evans-Saunders
511,7/23/2024 2:07,315,600,1,1,Assorted vegetables,Point of Sale,Nairobi,Elaine Murphy,Sophie Evans-Saunders
515,7/22/2024 21:34,314,300,1,1, Delivery Cost     ,Point of Sale,Thika road,June Wilson,Sophie Evans-Saunders
515,7/22/2024 21:34,231,500,1,1,B2C-Fermented Managu ,Point of Sale,Thika road,June Wilson,Sophie Evans-Saunders
515,7/22/2024 21:34,292,500,1,1,B2C-Fermented sagaa,Point of Sale,Thika road,June Wilson,Sophie Evans-Saunders
514,7/22/2024 18:10,292,500,1,1,B2C-Fermented sagaa,Point of Sale,Nairobi,Lisa Graham,Sophie Evans-Saunders
514,7/22/2024 18:10,3,400,1,1,Precooked Managu,Point of Sale,Nairobi,Lisa Graham,Sophie Evans-Saunders
514,7/22/2024 18:10,302,250,1,1,Kileleshwa Delivery Cost ,Point of Sale,Nairobi,Lisa Graham,Sophie Evans-Saunders
513,7/22/2024 17:27,292,500,1,1,B2C-Fermented sagaa,Point of Sale,mp.shah,Max Green,Sophie Evans-Saunders
513,7/22/2024 17:27,313,150,1,1,Westlands Delivery fee,Point of Sale,mp.shah,Max Green,Sophie Evans-Saunders
513,7/22/2024 17:27,177,400,1,1,B2C-Mrenda Mito Mix,Point of Sale,mp.shah,Max Green,Sophie Evans-Saunders
513,7/22/2024 17:27,231,500,1,1,B2C-Fermented Managu ,Point of Sale,mp.shah,Max Green,Sophie Evans-Saunders
512,7/22/2024 17:20,312,400,1,1,embakasi north airport rd,Point of Sale,Nairobi,Elizabeth Lloyd-Thompson,Sophie Evans-Saunders
512,7/22/2024 17:20,5,800,2,2,Precooked Terere,Point of Sale,Nairobi,Elizabeth Lloyd-Thompson,Sophie Evans-Saunders
511,7/22/2024 17:11,8,400,1,1,Precooked Mitoo/Slender leaf,Point of Sale,Nairobi,Elaine Murphy,Sophie Evans-Saunders
511,7/22/2024 17:11,23,150,1,1,Lavington Delivery Cost,Point of Sale,Nairobi,Elaine Murphy,Sophie Evans-Saunders
511,7/22/2024 17:11,96,400,1,1,Precooked Pumpkin leaves & Managu ,Point of Sale,Nairobi,Elaine Murphy,Sophie Evans-Saunders
511,7/22/2024 17:11,9,400,1,1,Precooked Sagaa/Saget,Point of Sale,Nairobi,Elaine Murphy,Sophie Evans-Saunders
511,7/22/2024 17:11,54,400,1,1,Precooked Kunde,Point of Sale,Nairobi,Elaine Murphy,Sophie Evans-Saunders
511,7/22/2024 17:11,3,400,1,1,Precooked Managu,Point of Sale,Nairobi,Elaine Murphy,Sophie Evans-Saunders
187,7/22/2024 17:01,248,150,1,1,Kilimani Delivery fee,Point of Sale,Kilimani,Nicole Carroll,Sophie Evans-Saunders
187,7/22/2024 17:01,11,600,2,2,Precooked Yellow Beans,Point of Sale,Kilimani,Nicole Carroll,Sophie Evans-Saunders
187,7/22/2024 17:01,242,1050,3,3,B2C-Githeri,Point of Sale,Kilimani,Nicole Carroll,Sophie Evans-Saunders
40,7/22/2024 1:11,243,400,1,1,B2C-Managu,Point of Sale,Nairobi,Dr Alexander Howe,Sophie Evans-Saunders
40,7/22/2024 1:11,234,200,1,1,Kilimani  Delivery Cost  ,Point of Sale,Nairobi,Dr Alexander Howe,Sophie Evans-Saunders
40,7/22/2024 1:11,94,400,1,1,Precooked pumpkin leaves,Point of Sale,Nairobi,Dr Alexander Howe,Sophie Evans-Saunders
3,7/22/2024 0:59,4,400,1,1,Precooked Mrenda,Point of Sale,Syokimau,Abdul Glover,Sophie Evans-Saunders
3,7/22/2024 0:59,243,400,1,1,B2C-Managu,Point of Sale,Syokimau,Abdul Glover,Sophie Evans-Saunders
510,7/22/2024 0:23,30,800,2,2,Precooked Managu & Terere,Point of Sale,garden estate,Kimberley Randall,Sophie Evans-Saunders
510,7/22/2024 0:23,311,350,1,1, Garden estate Delivery Cost     ,Point of Sale,garden estate,Kimberley Randall,Sophie Evans-Saunders
509,7/22/2024 0:20,30,400,1,1,Precooked Managu & Terere,Point of Sale,parklands,Jack Khan,Sophie Evans-Saunders
509,7/22/2024 0:20,306,400,1,1,Precooked Kunde and Mitoo mix,Point of Sale,parklands,Jack Khan,Sophie Evans-Saunders
509,7/22/2024 0:20,310,250,1,1,Parklands Delivery Cost    ,Point of Sale,parklands,Jack Khan,Sophie Evans-Saunders
509,7/22/2024 0:20,40,400,1,1,B2C-Sagaa/Saget,Point of Sale,parklands,Jack Khan,Sophie Evans-Saunders
508,7/21/2024 23:02,306,400,1,1,Precooked Kunde and Mitoo mix,Point of Sale,,Joanna Rowley,Sophie Evans-Saunders
508,7/21/2024 23:02,234,200,1,1,Kilimani  Delivery Cost  ,Point of Sale,,Joanna Rowley,Sophie Evans-Saunders
508,7/21/2024 23:02,45,400,1,1,B2C-Mitoo/Slender leaf,Point of Sale,,Joanna Rowley,Sophie Evans-Saunders
82,7/21/2024 21:25,309,150,1,1,Kawangware Delivery Cost    ,Point of Sale,Uthiru,Carly Brown,Sophie Evans-Saunders
82,7/21/2024 21:25,308,400,1,1,Precooked Sagaa and Managu mix,Point of Sale,Uthiru,Carly Brown,Sophie Evans-Saunders
82,7/21/2024 21:25,30,400,1,1,Precooked Managu & Terere,Point of Sale,Uthiru,Carly Brown,Sophie Evans-Saunders
82,7/21/2024 21:25,183,400,1,1,B2C-Kunde Mrenda,Point of Sale,Uthiru,Carly Brown,Sophie Evans-Saunders
507,7/21/2024 21:03,9,400,1,1,Precooked Sagaa/Saget,Point of Sale,Lavington,Jonathan Stevenson,Sophie Evans-Saunders
507,7/21/2024 21:03,307,100,1,1,Junction mall  Delivery Cost    ,Point of Sale,Lavington,Jonathan Stevenson,Sophie Evans-Saunders
507,7/21/2024 21:03,242,350,1,1,B2C-Githeri,Point of Sale,Lavington,Jonathan Stevenson,Sophie Evans-Saunders
,7/21/2024 18:41,153,200,1,1,Langata Westpark delivery fee,Point of Sale,,Jonathan Richards,Sophie Evans-Saunders
,7/21/2024 18:41,30,400,1,1,Precooked Managu & Terere,Point of Sale,,Jonathan Richards,Sophie Evans-Saunders
,7/21/2024 18:41,306,400,1,1,Precooked Kunde and Mitoo mix,Point of Sale,,Jonathan Richards,Sophie Evans-Saunders
,7/21/2024 18:41,54,400,1,1,Precooked Kunde,Point of Sale,,Jonathan Richards,Sophie Evans-Saunders
506,7/21/2024 0:01,231,500,1,1,B2C-Fermented Managu ,Point of Sale,KILIMANI,Alexander Gray,Sophie Evans-Saunders
506,7/21/2024 0:01,234,200,1,1,Kilimani  Delivery Cost  ,Point of Sale,KILIMANI,Alexander Gray,Sophie Evans-Saunders
500,7/20/2024 23:09,251,800,2,2,B2C-Kunde,Point of Sale,syokimau mavoko park,Mr Jay Wright,Sophie Evans-Saunders
500,7/20/2024 23:09,305,700,1,1,Syokimau Delivery Cost     ,Point of Sale,syokimau mavoko park,Mr Jay Wright,Sophie Evans-Saunders
500,7/20/2024 23:09,94,800,2,2,Precooked pumpkin leaves,Point of Sale,syokimau mavoko park,Mr Jay Wright,Sophie Evans-Saunders
500,7/20/2024 23:09,3,800,2,2,Precooked Managu,Point of Sale,syokimau mavoko park,Mr Jay Wright,Sophie Evans-Saunders
81,7/20/2024 21:54,292,500,1,1,B2C-Fermented sagaa,Point of Sale,Lavington,Rosie Scott,Sophie Evans-Saunders
81,7/20/2024 21:54,304,300,1,1,lavington  ,Point of Sale,Lavington,Rosie Scott,Sophie Evans-Saunders
81,7/20/2024 21:54,231,500,1,1,B2C-Fermented Managu ,Point of Sale,Lavington,Rosie Scott,Sophie Evans-Saunders
3,7/20/2024 21:21,176,600,2,2,B2C-Beans,Point of Sale,Syokimau,Abdul Glover,Sophie Evans-Saunders
81,7/20/2024 21:00,231,500,1,1,B2C-Fermented Managu ,Point of Sale,Lavington,Rosie Scott,Sophie Evans-Saunders
81,7/20/2024 21:00,292,500,1,1,B2C-Fermented sagaa,Point of Sale,Lavington,Rosie Scott,Sophie Evans-Saunders
81,7/20/2024 21:00,239,200,1,1,Lavington-Dennis Prit Delivery Cost ,Point of Sale,Lavington,Rosie Scott,Sophie Evans-Saunders
166,7/20/2024 18:23,54,400,1,1,Precooked Kunde,Point of Sale,Nairobi,Antony Chambers-Austin,Sophie Evans-Saunders
166,7/20/2024 18:23,94,400,1,1,Precooked pumpkin leaves,Point of Sale,Nairobi,Antony Chambers-Austin,Sophie Evans-Saunders
166,7/20/2024 18:23,248,150,1,1,Kilimani Delivery fee,Point of Sale,Nairobi,Antony Chambers-Austin,Sophie Evans-Saunders
496,7/20/2024 18:16,303,250,1,1,Waiyaki way Delivery Cost   ,Point of Sale,westland pride,Mr Antony King,Sophie Evans-Saunders
496,7/20/2024 18:16,30,800,2,2,Precooked Managu & Terere,Point of Sale,westland pride,Mr Antony King,Sophie Evans-Saunders
496,7/20/2024 18:16,244,400,1,1,B2C-Terere,Point of Sale,westland pride,Mr Antony King,Sophie Evans-Saunders
496,7/20/2024 18:16,11,300,1,1,Precooked Yellow Beans,Point of Sale,westland pride,Mr Antony King,Sophie Evans-Saunders
495,7/20/2024 16:32,251,400,1,1,B2C-Kunde,Point of Sale,kileleshwa,Tom Coleman,Sophie Evans-Saunders
495,7/20/2024 16:32,45,400,1,1,B2C-Mitoo/Slender leaf,Point of Sale,kileleshwa,Tom Coleman,Sophie Evans-Saunders
495,7/20/2024 16:32,302,250,1,1,Kileleshwa Delivery Cost ,Point of Sale,kileleshwa,Tom Coleman,Sophie Evans-Saunders
495,7/20/2024 16:32,292,500,1,1,B2C-Fermented sagaa,Point of Sale,kileleshwa,Tom Coleman,Sophie Evans-Saunders
495,7/20/2024 16:32,4,400,1,1,Precooked Mrenda,Point of Sale,kileleshwa,Tom Coleman,Sophie Evans-Saunders
494,7/20/2024 16:05,281,300,1,1,South B Delivery Cost     ,Point of Sale,,Daniel Chapman,Sophie Evans-Saunders
494,7/20/2024 16:05,244,400,1,1,B2C-Terere,Point of Sale,,Daniel Chapman,Sophie Evans-Saunders
494,7/20/2024 16:05,3,400,1,1,Precooked Managu,Point of Sale,,Daniel Chapman,Sophie Evans-Saunders
493,7/20/2024 15:55,160,250,1,1,East church road Delivery Cost  ,Point of Sale,westlands,Graham Smith-Taylor,Sophie Evans-Saunders
493,7/20/2024 15:55,186,800,2,2, B2C-Veges Mix,Point of Sale,westlands,Graham Smith-Taylor,Sophie Evans-Saunders
491,7/20/2024 15:48,3,400,1,1,Precooked Managu,Point of Sale,ngong,Peter Robertson,Sophie Evans-Saunders
491,7/20/2024 15:48,5,400,1,1,Precooked Terere,Point of Sale,ngong,Peter Robertson,Sophie Evans-Saunders
491,7/20/2024 15:48,301,350,1,1,Ngong Delivery Cost  ,Point of Sale,ngong,Peter Robertson,Sophie Evans-Saunders
492,7/20/2024 15:43,242,350,1,1,B2C-Githeri,Point of Sale,,Mr Mitchell Smith,Sophie Evans-Saunders
492,7/20/2024 15:43,94,400,1,1,Precooked pumpkin leaves,Point of Sale,,Mr Mitchell Smith,Sophie Evans-Saunders
492,7/20/2024 15:43,278,400,1,1,Thindigua Delivery Cost   ,Point of Sale,,Mr Mitchell Smith,Sophie Evans-Saunders
492,7/20/2024 15:43,244,400,1,1,B2C-Terere,Point of Sale,,Mr Mitchell Smith,Sophie Evans-Saunders
492,7/20/2024 15:43,3,400,1,1,Precooked Managu,Point of Sale,,Mr Mitchell Smith,Sophie Evans-Saunders
492,7/20/2024 15:43,176,300,1,1,B2C-Beans,Point of Sale,,Mr Mitchell Smith,Sophie Evans-Saunders
492,7/20/2024 15:43,40,400,1,1,B2C-Sagaa/Saget,Point of Sale,,Mr Mitchell Smith,Sophie Evans-Saunders
491,7/20/2024 15:35,3,400,1,1,Precooked Managu,Point of Sale,ngong,Peter Robertson,Sophie Evans-Saunders
491,7/20/2024 15:35,244,400,1,1,B2C-Terere,Point of Sale,ngong,Peter Robertson,Sophie Evans-Saunders
490,7/19/2024 22:33,300,300,1,1,Magnate Center Westlands Fee,Point of Sale,Westlands,Ruth Allen-Taylor,Sophie Evans-Saunders
490,7/19/2024 22:33,40,800,2,2,B2C-Sagaa/Saget,Point of Sale,Westlands,Ruth Allen-Taylor,Sophie Evans-Saunders
489,7/19/2024 21:20,298,400,1,1,B2C-Mrenda ,Point of Sale,Westlands,Miss Rachael Smith,Sophie Evans-Saunders
489,7/19/2024 21:20,299,250,1,1,Muthangari Drive-Muguga Green,Point of Sale,Westlands,Miss Rachael Smith,Sophie Evans-Saunders
489,7/19/2024 21:20,183,400,1,1,B2C-Kunde Mrenda,Point of Sale,Westlands,Miss Rachael Smith,Sophie Evans-Saunders
488,7/19/2024 19:42,297,250,1,1,Kerarapon Road-Karen,Point of Sale,Karen,Rachel Smith,Sophie Evans-Saunders
488,7/19/2024 19:42,7,800,2,2,Precooked Susa/Marenge/Seveve,Point of Sale,Karen,Rachel Smith,Sophie Evans-Saunders
488,7/19/2024 19:42,4,800,2,2,Precooked Mrenda,Point of Sale,Karen,Rachel Smith,Sophie Evans-Saunders
488,7/19/2024 19:42,3,400,1,1,Precooked Managu,Point of Sale,Karen,Rachel Smith,Sophie Evans-Saunders
488,7/19/2024 19:42,5,400,1,1,Precooked Terere,Point of Sale,Karen,Rachel Smith,Sophie Evans-Saunders
487,7/19/2024 19:14,4,400,1,1,Precooked Mrenda,Point of Sale,Karen,Jeremy Turner,Sophie Evans-Saunders
487,7/19/2024 19:14,8,400,1,1,Precooked Mitoo/Slender leaf,Point of Sale,Karen,Jeremy Turner,Sophie Evans-Saunders
487,7/19/2024 19:14,288,400,1,1,B2C-Nderema ,Point of Sale,Karen,Jeremy Turner,Sophie Evans-Saunders
487,7/19/2024 19:14,3,1600,4,4,Precooked Managu,Point of Sale,Karen,Jeremy Turner,Sophie Evans-Saunders
487,7/19/2024 19:14,7,400,1,1,Precooked Susa/Marenge/Seveve,Point of Sale,Karen,Jeremy Turner,Sophie Evans-Saunders
487,7/19/2024 19:14,296,250,1,1,Karen-Kufuga Lane,Point of Sale,Karen,Jeremy Turner,Sophie Evans-Saunders
486,7/19/2024 18:40,54,400,1,1,Precooked Kunde,Point of Sale,Nairobi,Amber Turner,Sophie Evans-Saunders
486,7/19/2024 18:40,294,130,1,1,Ngong road ,Point of Sale,Nairobi,Amber Turner,Sophie Evans-Saunders
486,7/19/2024 18:40,244,400,1,1,B2C-Terere,Point of Sale,Nairobi,Amber Turner,Sophie Evans-Saunders
486,7/19/2024 18:40,3,400,1,1,Precooked Managu,Point of Sale,Nairobi,Amber Turner,Sophie Evans-Saunders
485,7/19/2024 18:21,176,300,1,1,B2C-Beans,Point of Sale,Nairobi,Dr Bethan Parker,Sophie Evans-Saunders
3,7/19/2024 18:19,54,400,1,1,Precooked Kunde,Point of Sale,Syokimau,Abdul Glover,Sophie Evans-Saunders
3,7/19/2024 18:19,243,800,2,2,B2C-Managu,Point of Sale,Syokimau,Abdul Glover,Sophie Evans-Saunders
484,7/19/2024 17:18,244,400,1,1,B2C-Terere,Point of Sale,,Carolyn Burton,Sophie Evans-Saunders
484,7/19/2024 17:18,132,200,1,1,CBD Delivery Fee,Point of Sale,,Carolyn Burton,Sophie Evans-Saunders
483,7/19/2024 17:15,295,300,1,1,kinoo,Point of Sale,,Mr James Bradshaw,Sophie Evans-Saunders
483,7/19/2024 17:15,54,400,1,1,Precooked Kunde,Point of Sale,,Mr James Bradshaw,Sophie Evans-Saunders
483,7/19/2024 17:15,3,400,1,1,Precooked Managu,Point of Sale,,Mr James Bradshaw,Sophie Evans-Saunders
483,7/19/2024 17:15,40,400,1,1,B2C-Sagaa/Saget,Point of Sale,,Mr James Bradshaw,Sophie Evans-Saunders
482,7/19/2024 17:08,3,400,1,1,Precooked Managu,Point of Sale,Nairobi,Tony Burke,Sophie Evans-Saunders
482,7/19/2024 17:08,294,130,1,1,Ngong road ,Point of Sale,Nairobi,Tony Burke,Sophie Evans-Saunders
482,7/19/2024 17:08,5,400,1,1,Precooked Terere,Point of Sale,Nairobi,Tony Burke,Sophie Evans-Saunders
482,7/19/2024 17:08,54,400,1,1,Precooked Kunde,Point of Sale,Nairobi,Tony Burke,Sophie Evans-Saunders
158,7/19/2024 16:32,292,1500,3,3,B2C-Fermented sagaa,Point of Sale,Garden Estate,Sharon Chambers-Clarke,Sophie Evans-Saunders
158,7/19/2024 16:32,227,300,1,1,Garden Estate Delivery Cost   (discounted),Point of Sale,Garden Estate,Sharon Chambers-Clarke,Sophie Evans-Saunders
217,7/19/2024 16:31,4,400,1,1,Precooked Mrenda,Point of Sale,Nairobi,Joe Williams,Sophie Evans-Saunders
481,7/19/2024 16:00,293,200,1,1,muthaiga police stage ,Point of Sale,Nairobi,Hannah Price,Sophie Evans-Saunders
481,7/19/2024 16:00,292,1500,3,3,B2C-Fermented sagaa,Point of Sale,Nairobi,Hannah Price,Sophie Evans-Saunders
480,7/19/2024 15:53,5,400,1,1,Precooked Terere,Point of Sale,,Hannah Payne-Wilson,Sophie Evans-Saunders
480,7/19/2024 15:53,278,300,1,1,Thindigua Delivery Cost   ,Point of Sale,,Hannah Payne-Wilson,Sophie Evans-Saunders
480,7/19/2024 15:53,288,400,1,1,B2C-Nderema ,Point of Sale,,Hannah Payne-Wilson,Sophie Evans-Saunders
480,7/19/2024 15:53,3,400,1,1,Precooked Managu,Point of Sale,,Hannah Payne-Wilson,Sophie Evans-Saunders
479,7/19/2024 15:49,291,400,1,1,nyayo estate delivery cost,Point of Sale,Nairobi,Mr Duncan Townsend,Sophie Evans-Saunders
479,7/19/2024 15:49,9,800,2,2,Precooked Sagaa/Saget,Point of Sale,Nairobi,Mr Duncan Townsend,Sophie Evans-Saunders
479,7/19/2024 15:49,4,800,2,2,Precooked Mrenda,Point of Sale,Nairobi,Mr Duncan Townsend,Sophie Evans-Saunders
479,7/19/2024 15:49,251,800,2,2,B2C-Kunde,Point of Sale,Nairobi,Mr Duncan Townsend,Sophie Evans-Saunders
479,7/19/2024 15:49,242,1400,4,4,B2C-Githeri,Point of Sale,Nairobi,Mr Duncan Townsend,Sophie Evans-Saunders
479,7/19/2024 15:49,3,800,2,2,Precooked Managu,Point of Sale,Nairobi,Mr Duncan Townsend,Sophie Evans-Saunders
479,7/19/2024 15:49,44,400,1,1,B2C-Pumpkin,Point of Sale,Nairobi,Mr Duncan Townsend,Sophie Evans-Saunders
114,7/19/2024 15:42,135,500,1,1,Hagon Delivery,Point of Sale,Garden Estate,Joanna Hunt,Sophie Evans-Saunders
114,7/19/2024 15:42,254,9000,20,20,B2B-Managu Plain,Point of Sale,Garden Estate,Joanna Hunt,Sophie Evans-Saunders
114,7/19/2024 15:42,253,4500,10,10,B2B-Managu Terere,Point of Sale,Garden Estate,Joanna Hunt,Sophie Evans-Saunders
114,7/19/2024 15:42,245,4500,10,10,B2B-Kunde Mrenda  Plain,Point of Sale,Garden Estate,Joanna Hunt,Sophie Evans-Saunders
230,7/18/2024 23:38,5,800,2,2,Precooked Terere,Point of Sale,Nairobi,Ms Abbie Cox,Sophie Evans-Saunders
230,7/18/2024 23:38,97,250,1,1,CBD Delivery Cost  ,Point of Sale,Nairobi,Ms Abbie Cox,Sophie Evans-Saunders
230,7/18/2024 23:38,94,400,1,1,Precooked pumpkin leaves,Point of Sale,Nairobi,Ms Abbie Cox,Sophie Evans-Saunders
477,7/18/2024 22:10,4,400,1,1,Precooked Mrenda,Point of Sale,Upperhill,Julian Russell,Sophie Evans-Saunders
477,7/18/2024 22:10,290,200,1,1,Upper hill  Delivery Cost     ,Point of Sale,Upperhill,Julian Russell,Sophie Evans-Saunders
477,7/18/2024 22:10,251,400,1,1,B2C-Kunde,Point of Sale,Upperhill,Julian Russell,Sophie Evans-Saunders
476,7/18/2024 21:36,243,400,1,1,B2C-Managu,Point of Sale,Utawala,Clive Brown,Sophie Evans-Saunders
476,7/18/2024 21:36,289,300,1,1,Utawala Delivery Cost   ,Point of Sale,Utawala,Clive Brown,Sophie Evans-Saunders
476,7/18/2024 21:36,94,400,1,1,Precooked pumpkin leaves,Point of Sale,Utawala,Clive Brown,Sophie Evans-Saunders
476,7/18/2024 21:36,5,400,1,1,Precooked Terere,Point of Sale,Utawala,Clive Brown,Sophie Evans-Saunders
476,7/18/2024 21:36,4,400,1,1,Precooked Mrenda,Point of Sale,Utawala,Clive Brown,Sophie Evans-Saunders
61,7/18/2024 20:57,288,400,1,1,B2C-Nderema ,Point of Sale,Langata,Eric Pope,Sophie Evans-Saunders
61,7/18/2024 20:57,94,400,1,1,Precooked pumpkin leaves,Point of Sale,Langata,Eric Pope,Sophie Evans-Saunders
61,7/18/2024 20:57,21,150,1,1,Karen Delivery Cost,Point of Sale,Langata,Eric Pope,Sophie Evans-Saunders
61,7/18/2024 20:57,242,700,2,2,B2C-Githeri,Point of Sale,Langata,Eric Pope,Sophie Evans-Saunders
61,7/18/2024 20:57,244,400,1,1,B2C-Terere,Point of Sale,Langata,Eric Pope,Sophie Evans-Saunders
61,7/18/2024 20:57,45,400,1,1,B2C-Mitoo/Slender leaf,Point of Sale,Langata,Eric Pope,Sophie Evans-Saunders
61,7/18/2024 20:54,288,400,1,1,B2C-Nderema ,Point of Sale,Langata,Eric Pope,Sophie Evans-Saunders
61,7/18/2024 20:54,8,400,1,1,Precooked Mitoo/Slender leaf,Point of Sale,Langata,Eric Pope,Sophie Evans-Saunders
61,7/18/2024 20:54,242,350,1,1,B2C-Githeri,Point of Sale,Langata,Eric Pope,Sophie Evans-Saunders
61,7/18/2024 20:54,21,150,1,1,Karen Delivery Cost,Point of Sale,Langata,Eric Pope,Sophie Evans-Saunders
61,7/18/2024 20:54,5,400,1,1,Precooked Terere,Point of Sale,Langata,Eric Pope,Sophie Evans-Saunders
61,7/18/2024 20:54,94,400,1,1,Precooked pumpkin leaves,Point of Sale,Langata,Eric Pope,Sophie Evans-Saunders
474,7/18/2024 20:02,270,250,1,1,Kileleshwa Tabere cresent Delivery Cost   ,Point of Sale,Kileleshwa,Dr Barry Allen,Sophie Evans-Saunders
474,7/18/2024 20:02,231,500,1,1,B2C-Fermented Managu ,Point of Sale,Kileleshwa,Dr Barry Allen,Sophie Evans-Saunders
474,7/18/2024 20:02,40,400,1,1,B2C-Sagaa/Saget,Point of Sale,Kileleshwa,Dr Barry Allen,Sophie Evans-Saunders
474,7/18/2024 20:02,3,400,1,1,Precooked Managu,Point of Sale,Kileleshwa,Dr Barry Allen,Sophie Evans-Saunders
474,7/18/2024 20:02,5,400,1,1,Precooked Terere,Point of Sale,Kileleshwa,Dr Barry Allen,Sophie Evans-Saunders
474,7/18/2024 20:02,8,400,1,1,Precooked Mitoo/Slender leaf,Point of Sale,Kileleshwa,Dr Barry Allen,Sophie Evans-Saunders
472,7/18/2024 19:25,244,800,2,2,B2C-Terere,Point of Sale,siwaka estate,Lee Fox,Sophie Evans-Saunders
472,7/18/2024 19:25,243,800,2,2,B2C-Managu,Point of Sale,siwaka estate,Lee Fox,Sophie Evans-Saunders
472,7/18/2024 19:25,287,250,1,1,Ole sangale road Delivery Cost   ,Point of Sale,siwaka estate,Lee Fox,Sophie Evans-Saunders
472,7/18/2024 19:25,4,800,2,2,Precooked Mrenda,Point of Sale,siwaka estate,Lee Fox,Sophie Evans-Saunders
471,7/18/2024 19:12,4,400,1,1,Precooked Mrenda,Point of Sale,Imara Daima,Sophie Rahman,Sophie Evans-Saunders
471,7/18/2024 19:12,243,400,1,1,B2C-Managu,Point of Sale,Imara Daima,Sophie Rahman,Sophie Evans-Saunders
471,7/18/2024 19:12,11,600,2,2,Precooked Yellow Beans,Point of Sale,Imara Daima,Sophie Rahman,Sophie Evans-Saunders
471,7/18/2024 19:12,244,400,1,1,B2C-Terere,Point of Sale,Imara Daima,Sophie Rahman,Sophie Evans-Saunders
471,7/18/2024 19:12,154,300,1,1,Imara Daima Estate,Point of Sale,Imara Daima,Sophie Rahman,Sophie Evans-Saunders
470,7/18/2024 19:07,243,400,1,1,B2C-Managu,Point of Sale,syokimau,Billy Webster,Sophie Evans-Saunders
470,7/18/2024 19:07,94,400,1,1,Precooked pumpkin leaves,Point of Sale,syokimau,Billy Webster,Sophie Evans-Saunders
470,7/18/2024 19:07,45,400,1,1,B2C-Mitoo/Slender leaf,Point of Sale,syokimau,Billy Webster,Sophie Evans-Saunders
470,7/18/2024 19:07,286,500,1,1,Syokimau/Beijing road Delivery Cost     ,Point of Sale,syokimau,Billy Webster,Sophie Evans-Saunders
470,7/18/2024 19:07,9,400,1,1,Precooked Sagaa/Saget,Point of Sale,syokimau,Billy Webster,Sophie Evans-Saunders
243,7/18/2024 17:41,4,400,1,1,Precooked Mrenda,Point of Sale,south c,Francesca Hunt,Sophie Evans-Saunders
243,7/18/2024 17:41,3,400,1,1,Precooked Managu,Point of Sale,south c,Francesca Hunt,Sophie Evans-Saunders
243,7/18/2024 17:41,8,400,1,1,Precooked Mitoo/Slender leaf,Point of Sale,south c,Francesca Hunt,Sophie Evans-Saunders
243,7/18/2024 17:41,285,250,1,1,South C Mugoya  Delivery Cost   ,Point of Sale,south c,Francesca Hunt,Sophie Evans-Saunders
243,7/18/2024 17:41,40,400,1,1,B2C-Sagaa/Saget,Point of Sale,south c,Francesca Hunt,Sophie Evans-Saunders
243,7/18/2024 17:41,5,400,1,1,Precooked Terere,Point of Sale,south c,Francesca Hunt,Sophie Evans-Saunders
243,7/18/2024 17:41,54,400,1,1,Precooked Kunde,Point of Sale,south c,Francesca Hunt,Sophie Evans-Saunders
242,7/18/2024 17:27,248,150,1,1,Kilimani Delivery fee,Point of Sale,Oasis villas hose  no.2,Georgia Webster,Sophie Evans-Saunders
